tier,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score
tier_1,0.55273293931065,0.4925037770664147,0.5068142044476959,0.3991423675357882,0.8124714081926946
tier_2,0.4979890098507042,0.4061732716109111,0.4261947397751521,0.4455278414887801,0.714060186527978
tier_3,0.531189631639479,0.40099587055737984,0.478158919959136,0.551709635310088,0.6938941007313318
tier_4,0.4746523367966632,0.35983532283602976,0.4212947477389521,0.48851339856429665,0.6289658780473817
