tier,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score
tier_1,0.5399508225351605,0.4610097566769911,0.4865184389036662,0.3514052997305727,0.8608697948294073
tier_2,0.46882448905296026,0.3568772542069163,0.38794266998800647,0.39148065045721225,0.7389973815597127
tier_3,0.5598093859614932,0.4039533838475681,0.5034834190596355,0.6273727878127484,0.7044279531260242
tier_4,0.4832745649448565,0.3455166401826004,0.4264552433028892,0.5226403714919758,0.6384860048019698
